Feature_Index,Sensitivity
3361,0.00039808263
3904,0.00037600347
413,0.00037255854
275,0.00036542394
3694,0.0003567406
3995,0.0003564156
1377,0.0003472159
4560,0.00032965487
487,0.0003295371
4689,0.00032744624
2639,0.00032720392
2253,0.00032670223
3868,0.00032226476
2127,0.0003184873
2260,0.0003175754
1878,0.0003169419
557,0.00031065114
892,0.0003095519
1768,0.00030948466
3289,0.0003090939
