Gene,Importance
ABCC8,0.27130383
KRTAP19.4,0.26648793
SPIRE1,0.26591012
CHMP4A,0.26446307
OR2B3,0.26351726
TM9SF4,0.26243037
KBTBD12,0.2609281
B3GALT6,0.26073217
SIDT2,0.26025376
ANKRD13B,0.26012462
AWAT1,0.25753716
DIS3L,0.25668418
PFKP,0.25665346
WRAP73,0.2565115
OLFML2A,0.2562481
DDX27,0.2562163
SLC47A1,0.2561937
CCDC176,0.2560907
PASD1,0.2553228
ZZZ144,0.254841
