Feature_Index,Importance_Score
1113,9.575453e-06
4681,9.544134e-06
3927,9.422662e-06
2181,9.268045e-06
2305,9.132622e-06
2852,9.024444e-06
4180,8.799056e-06
4747,8.784958e-06
702,8.719176e-06
3417,8.697317e-06
4534,8.694486e-06
4564,8.654038e-06
3712,8.59548e-06
3073,8.585112e-06
895,8.534285e-06
95,8.432753e-06
1979,8.39904e-06
3226,8.360519e-06
4448,8.301387e-06
3560,8.284104e-06
