Feature_Index,Sensitivity
23,0.016406132
27,0.012869306
89,0.012598048
85,0.012399308
82,0.0118919695
45,0.011337066
76,0.011181056
3,0.011170725
19,0.010953317
74,0.010834229
48,0.010218375
41,0.009971601
84,0.00987371
72,0.009565139
66,0.009390839
94,0.009297235
47,0.009170318
78,0.008484974
43,0.007969244
34,0.0076045734
