Feature_Index,Importance_Score
48,0.00011633326
122,0.00011210258
79,0.000109804365
78,0.00010375745
4,9.9013305e-05
23,9.795113e-05
80,9.606164e-05
19,9.518465e-05
15,8.716285e-05
14,8.6243286e-05
46,8.564205e-05
194,8.471326e-05
124,8.4310734e-05
97,8.370454e-05
162,8.092524e-05
183,8.0340076e-05
91,7.910256e-05
186,7.842005e-05
121,7.813692e-05
20,7.5339725e-05
