Feature_Index,Importance_Score
33,1.7305325e-05
2224,1.4859468e-05
3832,1.4519692e-05
3317,1.39709355e-05
3386,1.3701763e-05
3688,1.3697434e-05
4618,1.3491478e-05
2000,1.3478423e-05
2570,1.3451708e-05
1033,1.335641e-05
1182,1.3256291e-05
2001,1.3131421e-05
2630,1.3124727e-05
2455,1.300419e-05
1410,1.29675955e-05
4770,1.2830848e-05
3149,1.2739317e-05
304,1.2702022e-05
2760,1.2689532e-05
2128,1.2571145e-05
