Feature_Index,Importance_Score
4660,6.2845647e-06
1419,5.7271027e-06
2061,5.2172154e-06
1066,5.011392e-06
92,4.975478e-06
4910,4.672163e-06
4128,4.632664e-06
1937,4.5989873e-06
567,4.447558e-06
1081,4.4349836e-06
3217,4.374623e-06
1757,4.3083473e-06
2596,4.262953e-06
2514,4.1965586e-06
3837,4.162563e-06
109,4.1493004e-06
4231,4.147957e-06
698,4.085183e-06
4163,4.0569676e-06
3551,4.0393584e-06
