Gene,Importance
IMPG1,0.30555484
MAP1LC3C,0.30251276
VNN1,0.30061254
TMEM150A,0.29668054
PITPNB,0.29405046
IDH1,0.29334742
KBTBD3,0.29327115
RAB28,0.29241845
SYNRG,0.2898344
PLCXD1,0.2895549
WDR75,0.28845182
MRPL20,0.28616196
TDP2,0.28219002
PLA2G1B,0.28079438
SDAD1,0.2803836
CCND2.AS1,0.2797483
9-Sep,0.27921847
BHLHE22,0.27732953
TNFRSF4,0.27648908
TBC1D10C,0.2737768
