Feature_Index,Sensitivity
921,0.0007064007
391,0.00066972175
3441,0.000661552
967,0.0006563449
193,0.0006537626
3992,0.00064350956
1604,0.00062834244
4324,0.0006124406
469,0.0006116694
4400,0.0006042634
4615,0.0005447022
3966,0.00054006063
597,0.00053668575
336,0.00053359236
929,0.00053252076
1009,0.0005320926
974,0.00053171633
1163,0.00051672704
3670,0.0005097967
3854,0.0005043447
