Feature_Index,Sensitivity
3,0.024255682
34,0.019797003
47,0.018695008
23,0.01828347
40,0.017308721
50,0.016780343
13,0.016695822
94,0.016465707
45,0.016392123
88,0.016076893
82,0.014159496
29,0.014099697
64,0.013995402
86,0.013306633
24,0.013291629
4,0.013195562
95,0.012570732
49,0.012532464
38,0.012361891
46,0.012239949
