Feature_Index,Importance_Score
3740,1.1719172e-05
3992,9.723202e-06
921,8.605998e-06
4092,8.591012e-06
4307,8.05829e-06
3628,7.940844e-06
193,7.400237e-06
1163,7.3513866e-06
2611,7.176711e-06
4827,7.0529977e-06
3813,7.0511173e-06
4764,7.024197e-06
3966,6.956105e-06
336,6.7772257e-06
3441,6.7341425e-06
4400,6.7264277e-06
1430,6.683224e-06
4675,6.668488e-06
4895,6.644584e-06
360,6.521395e-06
