Feature_Index,Importance_Score
894,7.183809e-06
1696,7.0502456e-06
3286,6.9929206e-06
3331,6.9898124e-06
2011,6.7096576e-06
2927,6.6881753e-06
211,6.6734297e-06
2057,6.4620167e-06
1014,6.4459477e-06
2777,6.3513035e-06
2531,6.2647186e-06
305,6.203547e-06
1033,6.124341e-06
525,6.1133164e-06
2953,6.0855027e-06
1740,6.074245e-06
2496,6.0695193e-06
2903,6.0656607e-06
1864,6.0146126e-06
1130,6.0133943e-06
