Feature_Index,Importance_Score
4774,3.8525914e-06
86,3.81595e-06
3895,3.799128e-06
2821,3.7902166e-06
2189,3.761776e-06
1286,3.7603063e-06
3274,3.7068232e-06
2676,3.685073e-06
4094,3.6806584e-06
374,3.6790475e-06
2748,3.6742617e-06
2718,3.6649537e-06
1789,3.6444424e-06
741,3.6421247e-06
847,3.630265e-06
427,3.6233246e-06
1360,3.618714e-06
3843,3.6162503e-06
3649,3.6097633e-06
857,3.6072993e-06
