Gene,Importance
C15orf59,0.26956242
HNF1A,0.26167628
S100A9,0.2601618
KIF3A,0.2578234
RP11.500M8.7,0.25596437
ZNF462,0.25335878
TEKT5,0.25295177
NADK2,0.2510865
SERPINA11,0.24904458
KLHDC8B,0.24848485
SEPT7,0.24701114
CD44,0.2466897
RASL10B,0.2458775
C5AR2,0.24579322
ESRRA,0.24519849
C6orf141,0.24519718
CX3CR1,0.24499743
KCNAB2,0.24304661
APOA1,0.2422355
NATD1,0.24202478
