Gene,Importance
ERBB2,0.2686806
PNMT,0.26689
ORMDL3,0.25118342
CTAGE8,0.24541107
SIGLEC14,0.24511173
STMND1,0.24388692
OR11H12,0.243669
H2BFM,0.24293225
PDHA2,0.24024315
SRBD1,0.23840776
TTC7A,0.23795784
EPAS1,0.2377812
MSH2,0.23771544
DUSP22,0.2375433
PLXDC1,0.23708646
FAM106A,0.23695412
MSH6,0.2368495
OR2T10,0.23635128
SOCS7,0.23617475
TRIM5,0.23594348
