Feature_Index,Importance_Score
1041,2.3987564e-05
78,2.3109338e-05
4115,2.3024988e-05
4121,2.2925586e-05
44,2.2763705e-05
2439,2.2737078e-05
3996,2.2637061e-05
3580,2.2368378e-05
813,2.2247126e-05
2305,2.224515e-05
3434,2.2222333e-05
1549,2.2159065e-05
3198,2.2145225e-05
1978,2.2096441e-05
3438,2.199371e-05
4222,2.1876032e-05
487,2.1804755e-05
3515,2.1745034e-05
1514,2.1691452e-05
2571,2.168958e-05
