Feature_Index,Importance_Score
3889,1.4068288e-05
2626,1.40418415e-05
2274,1.4000392e-05
2228,1.3969317e-05
4532,1.3155065e-05
774,1.3091415e-05
574,1.3054356e-05
955,1.2726666e-05
4873,1.25603565e-05
3049,1.2292437e-05
2217,1.22408355e-05
3165,1.2104009e-05
4586,1.2103327e-05
205,1.2064991e-05
3618,1.1754413e-05
304,1.1680075e-05
1806,1.1537134e-05
662,1.1426639e-05
1382,1.1407561e-05
1975,1.1405211e-05
