Feature_Index,Importance_Score
84,0.00069911056
92,0.0006708126
104,0.000643591
28,0.00060971035
47,0.00058946316
98,0.0005820653
22,0.00058062933
25,0.0005698167
113,0.00056054874
54,0.0005548556
70,0.0005459815
8,0.0005124119
83,0.00050659344
19,0.000491417
123,0.0004903403
73,0.0004850077
64,0.00046339462
59,0.0004616125
31,0.00044736493
103,0.00043788977
