Feature_Index,Importance_Score
3083,8.9445475e-06
2297,8.420977e-06
4311,8.29059e-06
4445,8.276108e-06
632,8.210898e-06
758,8.208328e-06
2097,8.180721e-06
4608,8.14187e-06
913,8.121713e-06
3005,8.107391e-06
3646,8.084796e-06
1328,8.0805785e-06
4116,8.027374e-06
2153,7.989697e-06
857,7.958397e-06
4898,7.949535e-06
4624,7.941811e-06
2497,7.938507e-06
3783,7.917336e-06
787,7.902027e-06
